;;;;;AT;DE;Value
no_bottleneck;25;14;36424;cost_air_pol_Wind;37698,48410832349;299519,8;
no_bottleneck;25;14;36424;AnnGByTec_('bio', 'el', 'Biomass');1726,281917739883;26919,29384169536;
no_bottleneck;25;14;36424;AnnGByTec_('bio_boiler_chp', 'ht', 'Biomass');4857,1153427078925;0,0;
no_bottleneck;25;14;36424;AnnGByTec_('bio_chp', 'el', 'Biomass');3855,742853455541;0,0;
no_bottleneck;25;14;36424;AnnGByTec_('bio_chp', 'ht', 'Biomass');590,3924926195707;0,0;
no_bottleneck;25;14;36424;AnnGByTec_('coal_sc', 'el', 'Coal');0,0;1027,6285327801165;
no_bottleneck;25;14;36424;AnnGByTec_('coal_sc_chp', 'el', 'Coal');0,0;4832,484602648249;
no_bottleneck;25;14;36424;AnnGByTec_('coal_sc_chp', 'ht', 'Coal');0,0;2246,631413017681;
no_bottleneck;25;14;36424;AnnGByTec_('coal_sub', 'el', 'Coal');0,0;2746,514717709172;
no_bottleneck;25;14;36424;AnnGByTec_('coal_sub_chp', 'el', 'Coal');0,0;4947,760501768925;
no_bottleneck;25;14;36424;AnnGByTec_('coal_sub_chp', 'ht', 'Coal');0,0;2663,7604856941202;
no_bottleneck;25;14;36424;AnnGByTec_('heatpump_pth', 'ht', 'Power');3201,531039240006;215,53542326643952;
no_bottleneck;25;14;36424;AnnGByTec_('lig_boa', 'el', 'Lignite');0,0;2445,2010342349413;
no_bottleneck;25;14;36424;AnnGByTec_('lig_boa_chp', 'el', 'Lignite');0,0;2804,270634058224;
no_bottleneck;25;14;36424;AnnGByTec_('lig_boa_chp', 'ht', 'Lignite');0,0;1487,3708720936947;
no_bottleneck;25;14;36424;AnnGByTec_('lig_stm_chp', 'el', 'Lignite');0,0;10576,904414612687;
no_bottleneck;25;14;36424;AnnGByTec_('lig_stm_chp', 'ht', 'Lignite');0,0;15778,527910402076;
no_bottleneck;25;14;36424;AnnGByTec_('ng_boiler_chp', 'ht', 'Gas');651,4565965864539;2467,5813736158207;
no_bottleneck;25;14;36424;AnnGByTec_('ng_cbt_hi', 'el', 'Gas');0,0;84,5673121306146;
no_bottleneck;25;14;36424;AnnGByTec_('ng_cbt_lo', 'el', 'Gas');20,409681700127052;373,26847055971604;
no_bottleneck;25;14;36424;AnnGByTec_('ng_cc_hi', 'el', 'Gas');0,0;76903,28570224823;
no_bottleneck;25;14;36424;AnnGByTec_('ng_cc_hi_chp', 'el', 'Gas');15285,059397374425;133890,30894164796;
no_bottleneck;25;14;36424;AnnGByTec_('ng_cc_hi_chp', 'ht', 'Gas');9568,701162762329;71635,2743356702;
no_bottleneck;25;14;36424;AnnGByTec_('ng_cc_lo', 'el', 'Gas');634,0081559211269;7560,517816789813;
no_bottleneck;25;14;36424;AnnGByTec_('ng_cc_lo_chp', 'el', 'Gas');1662,7008004266254;26864,625844471495;
no_bottleneck;25;14;36424;AnnGByTec_('ng_cc_lo_chp', 'ht', 'Gas');1584,8064909648767;25688,808011409492;
no_bottleneck;25;14;36424;AnnGByTec_('ng_mtr', 'el', 'Gas');0,0;44,598448019691986;
no_bottleneck;25;14;36424;AnnGByTec_('ng_mtr_chp', 'el', 'Gas');0,0;523,3656700695102;
no_bottleneck;25;14;36424;AnnGByTec_('ng_mtr_chp', 'ht', 'Gas');0,0;517,5979684942597;
no_bottleneck;25;14;36424;AnnGByTec_('ng_stm', 'el', 'Gas');121,17036221327153;1404,0053444566288;
no_bottleneck;25;14;36424;AnnGByTec_('ng_stm_chp', 'el', 'Gas');1386,4045327902531;3973,4822823308864;
no_bottleneck;25;14;36424;AnnGByTec_('ng_stm_chp', 'ht', 'Gas');2062,663475119439;5256,649494532412;
no_bottleneck;25;14;36424;AnnGByTec_('oil_cbt', 'el', 'Oil');0,6650000000000005;137,83328087580443;
no_bottleneck;25;14;36424;AnnGByTec_('oil_cc', 'el', 'Oil');7,4999999999999805;0,0;
no_bottleneck;25;14;36424;AnnGByTec_('oil_stm', 'el', 'Oil');5,876842937137081;6,382175190072881;
no_bottleneck;25;14;36424;AnnGByTec_('oil_stm_chp', 'el', 'Oil');0,0;59,4684840425157;
no_bottleneck;25;14;36424;AnnGByTec_('oil_stm_chp', 'ht', 'Oil');0,0;20,286811800967687;
no_bottleneck;25;14;36424;cost_airpol;230646,5918024824;2523166,979453305;
no_bottleneck;25;12;36424;cost_zonal;2617966,24846105;19034196,49905198;
no_bottleneck;25;12;36424;AnnCO2Emissions;7475,347566229863;122787,09129166884;
no_bottleneck;25;12;36424;AnnCurtail;2116,530901813169;3705,324567923135;
no_bottleneck;25;12;36424;AnnG_el;24705,46930317361;308126,118293829;
no_bottleneck;25;12;36424;AnnG_ht;22516,66660000072;127978,02409997507;
no_bottleneck;25;12;36424;AnnGBiomass;5582,0247711949505;26919,29384169536;
no_bottleneck;25;12;36424;AnnGFossil;41640,111131979385;409184,8485521087;
no_bottleneck;25;12;36424;AnnR;59820,339248805336;284294,9393899988;
no_bottleneck;25;12;36424;AnnSpendingEl;3376088,851011325;25249247,58023923;
no_bottleneck;25;12;36424;AnnProdSurplus;3491194,358525172;13552548,51244008;
no_bottleneck;25;12;36424;AnnX;;10118,739429807054;
no_bottleneck;25;12;36424;AnnValueX;1089775,5116009188;274507,9338927457;
no_bottleneck;25;12;36424;AnnValueI;-274507,9338927457;-1089775,5116009188;
no_bottleneck;25;12;36424;AnnSIn;7966,024593631776;31750,403411612882;
no_bottleneck;25;12;36424;AnnSOut;15867,4505508406;30027,38741690405;
no_bottleneck;25;12;36424;AvgPriceEl;40,476990514953606;40,52944367186518;
no_bottleneck;25;12;36424;AvgPriceHt;13,875648041219799;12,422241854801191;
no_bottleneck;25;12;36424;cost_invest_g;7561,521568468498;1124565,4839389918;
no_bottleneck;25;12;36424;cost_invest_r;721681,0277864943;0,0;
no_bottleneck;25;12;36424;cost_invest_sv;0,0;304626,4289496845;
no_bottleneck;25;12;36424;cost_invest_x;0,0;0,0;
no_bottleneck;25;12;36424;CostCO2;186883,6891557571;3069677,282291718;
no_bottleneck;25;12;36424;CostFuel;672676,7649602091;7307909,505654249;
no_bottleneck;25;12;36424;CostOMG;375233,39302597236;3948184,6540393555;
no_bottleneck;25;12;36424;CostOMR;653929,8519624536;3279233,144168009;
no_bottleneck;25;12;36424;add_r_pv;0,0;0,0;
no_bottleneck;25;12;36424;add_r_ror;0,0;0,0;
no_bottleneck;25;12;36424;add_r_wind_off;0,0;0,0;
no_bottleneck;25;12;36424;add_r_wind_on;10,667313708344576;0,0;
no_bottleneck;25;12;36424;add_g_bio;0,0;0,0;
no_bottleneck;25;12;36424;add_g_bio_boiler_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_g_bio_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_g_coal_igcc;0,0;0,0;
no_bottleneck;25;12;36424;add_g_coal_sc;0,0;0,0;
no_bottleneck;25;12;36424;add_g_coal_sc_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_g_coal_sub;0,0;0,0;
no_bottleneck;25;12;36424;add_g_coal_sub_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_g_coal_usc;0,0;0,0;
no_bottleneck;25;12;36424;add_g_coal_usc_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_g_eboi_pth;0,0;0,0;
no_bottleneck;25;12;36424;add_g_heatpump_pth;0,0;0,0;
no_bottleneck;25;12;36424;add_g_hpa_pth;0,0;0,0;
no_bottleneck;25;12;36424;add_g_lig_boa;0,0;0,0;
no_bottleneck;25;12;36424;add_g_lig_boa_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_g_lig_stm;0,0;0,0;
no_bottleneck;25;12;36424;add_g_lig_stm_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_g_ng_boiler_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_g_ng_cbt_hi;0,0;0,0;
no_bottleneck;25;12;36424;add_g_ng_cbt_hi_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_g_ng_cbt_lo;0,0;0,0;
no_bottleneck;25;12;36424;add_g_ng_cbt_lo_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_g_ng_cc_hi;0,0;8,93102999306109;
no_bottleneck;25;12;36424;add_g_ng_cc_hi_chp;0,0;13,479689126372682;
no_bottleneck;25;12;36424;add_g_ng_cc_lo;0,0;0,0;
no_bottleneck;25;12;36424;add_g_ng_cc_lo_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_g_ng_mtr;0,0;0,0;
no_bottleneck;25;12;36424;add_g_ng_mtr_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_g_ng_stm;0,0;0,0;
no_bottleneck;25;12;36424;add_g_ng_stm_chp;0,2905978000000008;0,7140805672535784;
no_bottleneck;25;12;36424;add_g_nuc;0,0;0,0;
no_bottleneck;25;12;36424;add_g_oil_cbt;0,0;0,0;
no_bottleneck;25;12;36424;add_g_oil_cbt_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_g_oil_cc;0,0;0,0;
no_bottleneck;25;12;36424;add_g_oil_cc_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_g_oil_stm;0,0;0,0;
no_bottleneck;25;12;36424;add_g_oil_stm_chp;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_bio;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_bio_boiler_chp;0,0;2,6;
no_bottleneck;25;12;36424;deco_g_bio_chp;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_coal_igcc;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_coal_sc;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_coal_sc_chp;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_coal_sub;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_coal_sub_chp;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_coal_usc;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_coal_usc_chp;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_eboi_pth;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_heatpump_pth;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_hpa_pth;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_lig_boa;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_lig_boa_chp;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_lig_stm;0,0;3,3168800000000003;
no_bottleneck;25;12;36424;deco_g_lig_stm_chp;0,0;4,0344320443516395;
no_bottleneck;25;12;36424;deco_g_ng_boiler_chp;0,0;0,29645789473684303;
no_bottleneck;25;12;36424;deco_g_ng_cbt_hi;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_ng_cbt_hi_chp;0,0;0,428;
no_bottleneck;25;12;36424;deco_g_ng_cbt_lo;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_ng_cbt_lo_chp;0,27692;1,082;
no_bottleneck;25;12;36424;deco_g_ng_cc_hi;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_ng_cc_hi_chp;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_ng_cc_lo;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_ng_cc_lo_chp;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_ng_mtr;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_ng_mtr_chp;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_ng_stm;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_ng_stm_chp;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_nuc;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_oil_cbt;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_oil_cbt_chp;0,0;0,297;
no_bottleneck;25;12;36424;deco_g_oil_cc;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_oil_cc_chp;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_oil_stm;0,0;0,0;
no_bottleneck;25;12;36424;deco_g_oil_stm_chp;0,0;0,0;
no_bottleneck;25;12;36424;add_s_battery;0,0;8,528143083548985;
no_bottleneck;25;12;36424;add_s_h2_stack;0,0;0,0;
no_bottleneck;25;12;36424;add_s_hyd_psp_day;0,0;0,0;
no_bottleneck;25;12;36424;add_s_hyd_psp_season;0,0;0,0;
no_bottleneck;25;12;36424;add_s_hyd_psp_week;0,0;0,0;
no_bottleneck;25;12;36424;add_s_hyd_res_day;0,0;0,0;
no_bottleneck;25;12;36424;add_s_hyd_res_season;0,0;0,0;
no_bottleneck;25;12;36424;add_s_hyd_res_week;0,0;0,0;
no_bottleneck;25;12;36424;add_v_battery;0,0;8,528143083548985;
no_bottleneck;25;12;36424;add_v_h2_stack;0,0;0,0;
no_bottleneck;25;12;36424;add_v_hyd_psp_day;0,0;0,0;
no_bottleneck;25;12;36424;add_v_hyd_psp_season;0,0;0,0;
no_bottleneck;25;12;36424;add_v_hyd_psp_week;0,0;0,0;
no_bottleneck;25;12;36424;add_v_hyd_res_day;0,0;0,0;
no_bottleneck;25;12;36424;add_v_hyd_res_season;0,0;0,0;
no_bottleneck;25;12;36424;add_v_hyd_res_week;0,0;0,0;
no_bottleneck;25;12;36424;add_x_AT;0,0;0,0;
no_bottleneck;25;12;36424;add_x_DE;0,0;0,0;
no_bottleneck;25;12;36424;cost_air_pol_Biomass;99662,93783289772;367411,983515054;
no_bottleneck;25;12;36424;cost_air_pol_Coal;0,0;221329,81025313746;
no_bottleneck;25;12;36424;cost_air_pol_Gas;87668,99668307172;1066315,487842652;
no_bottleneck;25;12;36424;cost_air_pol_Lignite;0,0;199905,61386559103;
no_bottleneck;25;12;36424;cost_air_pol_Nuclear;0,0;0,0;
no_bottleneck;25;12;36424;cost_air_pol_Oil;104,06791269068592;1641,7012423692227;
no_bottleneck;25;12;36424;cost_air_pol_Power;0,0;0,0;
no_bottleneck;25;12;36424;cost_air_pol_Solar;5510,688;367044,0;
no_bottleneck;25;12;36424;cost_air_pol_Water;0,0;0,0;
no_bottleneck;25;12;36424;cost_air_pol_Wind;37698,48410832349;299519,8;
no_bottleneck;25;12;36424;AnnGByTec_('bio', 'el', 'Biomass');1726,2477241914962;26919,29384169536;
no_bottleneck;25;12;36424;AnnGByTec_('bio_boiler_chp', 'ht', 'Biomass');4857,1153427078925;0,0;
no_bottleneck;25;12;36424;AnnGByTec_('bio_chp', 'el', 'Biomass');3855,777047003928;0,0;
no_bottleneck;25;12;36424;AnnGByTec_('bio_chp', 'ht', 'Biomass');590,3924926195707;0,0;
no_bottleneck;25;12;36424;AnnGByTec_('coal_sc', 'el', 'Coal');0,0;1027,6285327801165;
no_bottleneck;25;12;36424;AnnGByTec_('coal_sc_chp', 'el', 'Coal');0,0;4832,3290915631615;
no_bottleneck;25;12;36424;AnnGByTec_('coal_sc_chp', 'ht', 'Coal');0,0;2247,6681535849343;
no_bottleneck;25;12;36424;AnnGByTec_('coal_sub', 'el', 'Coal');0,0;2742,001117709172;
no_bottleneck;25;12;36424;AnnGByTec_('coal_sub_chp', 'el', 'Coal');0,0;4952,429612854014;
no_bottleneck;25;12;36424;AnnGByTec_('coal_sub_chp', 'ht', 'Coal');0,0;2662,7237451268666;
no_bottleneck;25;12;36424;AnnGByTec_('heatpump_pth', 'ht', 'Power');3201,531039240006;215,53542326643952;
no_bottleneck;25;12;36424;AnnGByTec_('lig_boa', 'el', 'Lignite');0,0;2445,2010342349413;
no_bottleneck;25;12;36424;AnnGByTec_('lig_boa_chp', 'el', 'Lignite');0,0;2804,270634058224;
no_bottleneck;25;12;36424;AnnGByTec_('lig_boa_chp', 'ht', 'Lignite');0,0;1487,3708720936947;
no_bottleneck;25;12;36424;AnnGByTec_('lig_stm_chp', 'el', 'Lignite');0,0;10576,904414612687;
no_bottleneck;25;12;36424;AnnGByTec_('lig_stm_chp', 'ht', 'Lignite');0,0;15778,527910402076;
no_bottleneck;25;12;36424;AnnGByTec_('ng_boiler_chp', 'ht', 'Gas');651,4565965864539;2467,5813736158207;
no_bottleneck;25;12;36424;AnnGByTec_('ng_cbt_hi', 'el', 'Gas');0,0;84,5673121306146;
no_bottleneck;25;12;36424;AnnGByTec_('ng_cbt_lo', 'el', 'Gas');20,409681700127052;373,26847055971604;
no_bottleneck;25;12;36424;AnnGByTec_('ng_cc_hi', 'el', 'Gas');0,0;76901,39553986012;
no_bottleneck;25;12;36424;AnnGByTec_('ng_cc_hi_chp', 'el', 'Gas');15284,989936358554;133892,26856505199;
no_bottleneck;25;12;36424;AnnGByTec_('ng_cc_hi_chp', 'ht', 'Gas');9568,701162762329;71635,2743356702;
no_bottleneck;25;12;36424;AnnGByTec_('ng_cc_lo', 'el', 'Gas');633,705435921127;7560,820536789813;
no_bottleneck;25;12;36424;AnnGByTec_('ng_cc_lo_chp', 'el', 'Gas');1662,7008004266254;26864,625844471495;
no_bottleneck;25;12;36424;AnnGByTec_('ng_cc_lo_chp', 'ht', 'Gas');1584,8064909648767;25688,808011409492;
no_bottleneck;25;12;36424;AnnGByTec_('ng_mtr', 'el', 'Gas');0,0;44,598448019691986;
no_bottleneck;25;12;36424;AnnGByTec_('ng_mtr_chp', 'el', 'Gas');0,0;523,3656700695102;
no_bottleneck;25;12;36424;AnnGByTec_('ng_mtr_chp', 'ht', 'Gas');0,0;517,5979684942597;
no_bottleneck;25;12;36424;AnnGByTec_('ng_stm', 'el', 'Gas');121,1923018405362;1404,1814674852294;
no_bottleneck;25;12;36424;AnnGByTec_('ng_stm_chp', 'el', 'Gas');1386,4045327902531;3973,284219675021;
no_bottleneck;25;12;36424;AnnGByTec_('ng_stm_chp', 'ht', 'Gas');2062,663475119439;5256,649494532412;
no_bottleneck;25;12;36424;AnnGByTec_('oil_cbt', 'el', 'Oil');0,6650000000000005;137,83328087580443;
no_bottleneck;25;12;36424;AnnGByTec_('oil_cc', 'el', 'Oil');7,4999999999999805;0,0;
no_bottleneck;25;12;36424;AnnGByTec_('oil_stm', 'el', 'Oil');5,876842937137081;6,382175190072881;
no_bottleneck;25;12;36424;AnnGByTec_('oil_stm_chp', 'el', 'Oil');0,0;59,4684840425157;
no_bottleneck;25;12;36424;AnnGByTec_('oil_stm_chp', 'ht', 'Oil');0,0;20,286811800967687;
no_bottleneck;25;12;36424;cost_airpol;230645,1745369836;2523168,396718804;
no_bottleneck;25;10;36424;cost_zonal;2627335,661185959;19028010,115667142;
no_bottleneck;25;10;36424;AnnCO2Emissions;7528,2970216398035;122692,86825660961;
no_bottleneck;25;10;36424;AnnCurtail;2105,0519371664795;3684,6236415278754;
no_bottleneck;25;10;36424;AnnG_el;24821,672491479017;307990,0404458241;
no_bottleneck;25;10;36424;AnnG_ht;22516,66660000033;127978,02410000109;
no_bottleneck;25;10;36424;AnnGBiomass;5601,253755945305;26897,09377990915;
no_bottleneck;25;10;36424;AnnGFossil;41737,085335534044;409070,97076591605;
no_bottleneck;25;10;36424;AnnR;59801,11026405519;284294,9393899988;
no_bottleneck;25;10;36424;AnnSpendingEl;3377830,4775712863;25251489,62161918;
no_bottleneck;25;10;36424;AnnProdSurplus;3498657,316725471;13549175,24100013;
no_bottleneck;25;10;36424;AnnX;;10236,978369715776;
no_bottleneck;25;10;36424;AnnValueX;1086759,0763701575;262817,4386755647;
no_bottleneck;25;10;36424;AnnValueI;-262817,4386755647;-1086759,0763701575;
no_bottleneck;25;10;36424;AnnSIn;7970,469970160682;31814,763665911694;
no_bottleneck;25;10;36424;AnnSOut;15871,051305829007;30088,937793186517;
no_bottleneck;25;10;36424;AvgPriceEl;40,498874820940536;40,539079824312196;
no_bottleneck;25;10;36424;AvgPriceHt;13,856716111272817;12,411221410985657;
no_bottleneck;25;10;36424;cost_invest_g;8615,354816768973;1123099,5775143823;
no_bottleneck;25;10;36424;cost_invest_r;723965,6122861165;0,0;
no_bottleneck;25;10;36424;cost_invest_sv;0,0;305572,0867921221;
no_bottleneck;25;10;36424;cost_invest_x;0,0;0,0;
no_bottleneck;25;10;36424;CostCO2;188207,425540993;3067321,7064161757;
no_bottleneck;25;10;36424;CostFuel;676623,9259553099;7306548,400539329;
no_bottleneck;25;10;36424;CostOMG;376210,60909016256;3946235,200228719;
no_bottleneck;25;10;36424;CostOMR;653712,7334949708;3279233,144168009;
no_bottleneck;25;10;36424;add_r_pv;1,3021822823204519;0,0;
no_bottleneck;25;10;36424;add_r_ror;0,0;0,0;
no_bottleneck;25;10;36424;add_r_wind_off;0,0;0,0;
no_bottleneck;25;10;36424;add_r_wind_on;10,0;0,0;
no_bottleneck;25;10;36424;add_g_bio;0,0;0,0;
no_bottleneck;25;10;36424;add_g_bio_boiler_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_g_bio_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_g_coal_igcc;0,0;0,0;
no_bottleneck;25;10;36424;add_g_coal_sc;0,0;0,0;
no_bottleneck;25;10;36424;add_g_coal_sc_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_g_coal_sub;0,0;0,0;
no_bottleneck;25;10;36424;add_g_coal_sub_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_g_coal_usc;0,0;0,0;
no_bottleneck;25;10;36424;add_g_coal_usc_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_g_eboi_pth;0,0;0,0;
no_bottleneck;25;10;36424;add_g_heatpump_pth;0,0;0,0;
no_bottleneck;25;10;36424;add_g_hpa_pth;0,0;0,0;
no_bottleneck;25;10;36424;add_g_lig_boa;0,0;0,0;
no_bottleneck;25;10;36424;add_g_lig_boa_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_g_lig_stm;0,0;0,0;
no_bottleneck;25;10;36424;add_g_lig_stm_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_g_ng_boiler_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_g_ng_cbt_hi;0,0;0,0;
no_bottleneck;25;10;36424;add_g_ng_cbt_hi_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_g_ng_cbt_lo;0,0;0,0;
no_bottleneck;25;10;36424;add_g_ng_cbt_lo_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_g_ng_cc_hi;0,0;8,90323484473102;
no_bottleneck;25;10;36424;add_g_ng_cc_hi_chp;0,0;13,503718419333497;
no_bottleneck;25;10;36424;add_g_ng_cc_lo;0,0;0,0;
no_bottleneck;25;10;36424;add_g_ng_cc_lo_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_g_ng_mtr;0,0;0,0;
no_bottleneck;25;10;36424;add_g_ng_mtr_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_g_ng_stm;0,0;0,0;
no_bottleneck;25;10;36424;add_g_ng_stm_chp;0,33109780000000055;0,6481335746202802;
no_bottleneck;25;10;36424;add_g_nuc;0,0;0,0;
no_bottleneck;25;10;36424;add_g_oil_cbt;0,0;0,0;
no_bottleneck;25;10;36424;add_g_oil_cbt_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_g_oil_cc;0,0;0,0;
no_bottleneck;25;10;36424;add_g_oil_cc_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_g_oil_stm;0,0;0,0;
no_bottleneck;25;10;36424;add_g_oil_stm_chp;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_bio;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_bio_boiler_chp;0,0;2,6;
no_bottleneck;25;10;36424;deco_g_bio_chp;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_coal_igcc;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_coal_sc;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_coal_sc_chp;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_coal_sub;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_coal_sub_chp;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_coal_usc;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_coal_usc_chp;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_eboi_pth;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_heatpump_pth;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_hpa_pth;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_lig_boa;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_lig_boa_chp;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_lig_stm;0,0;3,3168800000000003;
no_bottleneck;25;10;36424;deco_g_lig_stm_chp;0,0;4,051410498916949;
no_bottleneck;25;10;36424;deco_g_ng_boiler_chp;0,0;0,29645789473684303;
no_bottleneck;25;10;36424;deco_g_ng_cbt_hi;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_ng_cbt_hi_chp;0,0;0,428;
no_bottleneck;25;10;36424;deco_g_ng_cbt_lo;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_ng_cbt_lo_chp;0,27692;1,082;
no_bottleneck;25;10;36424;deco_g_ng_cc_hi;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_ng_cc_hi_chp;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_ng_cc_lo;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_ng_cc_lo_chp;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_ng_mtr;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_ng_mtr_chp;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_ng_stm;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_ng_stm_chp;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_nuc;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_oil_cbt;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_oil_cbt_chp;0,0;0,297;
no_bottleneck;25;10;36424;deco_g_oil_cc;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_oil_cc_chp;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_oil_stm;0,0;0,0;
no_bottleneck;25;10;36424;deco_g_oil_stm_chp;0,0;0,0;
no_bottleneck;25;10;36424;add_s_battery;0,0;8,554617166629018;
no_bottleneck;25;10;36424;add_s_h2_stack;0,0;0,0;
no_bottleneck;25;10;36424;add_s_hyd_psp_day;0,0;0,0;
no_bottleneck;25;10;36424;add_s_hyd_psp_season;0,0;0,0;
no_bottleneck;25;10;36424;add_s_hyd_psp_week;0,0;0,0;
no_bottleneck;25;10;36424;add_s_hyd_res_day;0,0;0,0;
no_bottleneck;25;10;36424;add_s_hyd_res_season;0,0;0,0;
no_bottleneck;25;10;36424;add_s_hyd_res_week;0,0;0,0;
no_bottleneck;25;10;36424;add_v_battery;0,0;8,554617166629018;
no_bottleneck;25;10;36424;add_v_h2_stack;0,0;0,0;
no_bottleneck;25;10;36424;add_v_hyd_psp_day;0,0;0,0;
no_bottleneck;25;10;36424;add_v_hyd_psp_season;0,0;0,0;
no_bottleneck;25;10;36424;add_v_hyd_psp_week;0,0;0,0;
no_bottleneck;25;10;36424;add_v_hyd_res_day;0,0;0,0;
no_bottleneck;25;10;36424;add_v_hyd_res_season;0,0;0,0;
no_bottleneck;25;10;36424;add_v_hyd_res_week;0,0;0,0;
no_bottleneck;25;10;36424;add_x_AT;0,0;0,0;
no_bottleneck;25;10;36424;add_x_DE;0,0;0,0;
no_bottleneck;25;10;36424;cost_air_pol_Biomass;99648,369557632;367108,98267175583;
no_bottleneck;25;10;36424;cost_air_pol_Coal;0,0;222181,16357017012;
no_bottleneck;25;10;36424;cost_air_pol_Gas;88286,5245979121;1065928,705820804;
no_bottleneck;25;10;36424;cost_air_pol_Lignite;0,0;198749,5673858265;
no_bottleneck;25;10;36424;cost_air_pol_Nuclear;0,0;0,0;
no_bottleneck;25;10;36424;cost_air_pol_Oil;108,35093242225285;1707,474637639267;
no_bottleneck;25;10;36424;cost_air_pol_Power;0,0;0,0;
